CollectionVersion,CurrentSchoolYear,AttendingDistrictCode,AttendingSchoolCode,ReportingDistrictCode,ReportingSchoolCode,ResidentDistrictCode,ResidentSchoolCode,StateID,LocalStudentID,LastName,FirstName,MiddleName,Suffix,DateOfBirth,StudentGradeLevel,ResidencyStatus,RegHrsAttended,RegHrsAbsent,RemHrsAttended,HrsInSession,SummerAttendance,SummerMembership,EntryDate,EntryCode,ExitDate,ExitCode,ExitDestDistrictCode,ExitDestSchoolCode,ExitDestComment,SchoolChoice,ExtSchlHours
2026Aug1.0StuEnrlAttnd,2025,095726,5734,095726,5734,095726,5734,0000001365,L0000001365,Conner,Kathryn,Emily,,2021-02-23,PK,R,1028,142,0,1170,0,0,2024-08-18,E100,2025-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,095726,6311,095726,6311,095726,6311,0000001365,L0000001365,Conner,Kathryn,Emily,,2021-02-23,PK,R,1013,157,0,1170,0,0,2025-08-26,E100,2026-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,076620,6019,076620,6019,076620,6019,0000001366,L0000001366,Mathews,Terri,,,2019-07-15,K,R,906,264,0,1170,0,0,2024-08-27,R101,2025-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,076620,5563,076620,5563,076620,5563,0000001366,L0000001366,Mathews,Terri,,,2019-07-15,01,R,948,222,0,1170,0,0,2025-08-20,R101,2026-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,051929,3281,051929,3281,051929,3281,0000001367,L0000001367,Fisher,Daniel,William,,2021-07-23,PK,R,1015,155,0,1170,0,0,2024-08-24,E100,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,031162,6922,031162,6922,031162,6922,0000001368,L0000001368,Ray,Tiffany,Valerie,,2020-01-17,PK,R,927,243,0,1170,0,0,2023-08-15,E100,2024-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,031162,8580,031162,8580,031162,8580,0000001368,L0000001368,Ray,Tiffany,Valerie,,2020-01-17,PK,R,923,247,0,1170,0,0,2024-08-17,E100,2025-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,031162,5775,031162,5775,031162,5775,0000001368,L0000001368,Ray,Tiffany,Valerie,,2020-01-17,K,R,1009,161,0,1170,0,0,2025-08-30,R101,2026-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,096850,6527,096850,6527,096850,6527,0000001369,L0000001369,Martinez,Eric,Robert,,2020-12-24,PK,R,1166,4,0,1170,0,0,2023-08-20,E100,2024-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,096850,5024,096850,5024,096850,5024,0000001369,L0000001369,Martinez,Eric,Robert,,2020-12-24,PK,R,1167,3,0,1170,0,0,2024-08-19,E100,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,096850,8521,096850,8521,096850,8521,0000001369,L0000001369,Martinez,Eric,Robert,,2020-12-24,K,R,1130,40,0,1170,0,0,2025-08-24,R101,2026-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,073055,7169,073055,7169,073055,7169,0000001370,L0000001370,Simmons,Michael,Maria,,2019-04-26,PK,R,1024,146,0,1170,0,0,2023-08-25,E100,2024-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,073055,1053,073055,1053,073055,1053,0000001370,L0000001370,Simmons,Michael,Maria,,2019-04-26,K,R,1012,158,0,1170,0,0,2024-08-31,R101,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,073055,9110,073055,9110,073055,9110,0000001370,L0000001370,Simmons,Michael,Maria,,2019-04-26,01,R,1047,123,0,1170,0,0,2025-08-22,R101,2026-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,078385,5539,078385,5539,078385,5539,0000001371,L0000001371,Martin,Nathan,Angela,,2020-04-27,PK,R,999,171,0,1170,0,0,2023-08-27,E100,2024-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,078385,8007,078385,8007,078385,8007,0000001371,L0000001371,Martin,Nathan,Angela,,2020-04-27,PK,R,988,182,0,1170,0,0,2024-08-19,E100,2025-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,078385,2770,078385,2770,078385,2770,0000001371,L0000001371,Martin,Nathan,Angela,,2020-04-27,K,R,1013,157,0,1170,0,0,2025-08-19,R101,2026-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,078675,3967,078675,3967,078675,3967,0000001372,L0000001372,Bullock,Michael,Todd,,2021-09-16,PK,R,1122,48,0,1170,0,0,2024-08-19,E100,2025-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,078675,1672,078675,1672,078675,1672,0000001372,L0000001372,Bullock,Michael,Todd,,2021-09-16,PK,R,1144,26,0,1170,0,0,2025-08-31,E100,2026-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,024017,9986,024017,9986,024017,9986,0000001373,L0000001373,Garcia,Alexis,Tara,,2018-09-21,01,R,1151,19,0,1170,0,0,2023-08-23,R101,2024-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,024017,7934,024017,7934,024017,7934,0000001373,L0000001373,Garcia,Alexis,Tara,,2018-09-21,02,R,1147,23,0,1170,0,0,2024-08-26,R101,2025-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,024017,1981,024017,1981,024017,1981,0000001373,L0000001373,Garcia,Alexis,Tara,,2018-09-21,03,R,1144,26,0,1170,0,0,2025-08-15,R101,2026-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,043907,5656,043907,5656,043907,5656,0000001374,L0000001374,Lewis,Mary,Sarah,,2021-04-28,PK,R,976,194,0,1170,0,0,2024-08-28,E100,2025-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,043907,5370,043907,5370,043907,5370,0000001374,L0000001374,Lewis,Mary,Sarah,,2021-04-28,PK,R,939,231,0,1170,0,0,2025-08-27,E100,2026-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,113211,4872,113211,4872,113211,4872,0000001375,L0000001375,Ponce,Terrence,David,,2018-09-20,01,R,1170,0,0,1170,0,0,2023-08-30,R101,2024-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,113211,4602,113211,4602,113211,4602,0000001375,L0000001375,Ponce,Terrence,David,,2018-09-20,02,R,1147,23,0,1170,0,0,2024-08-24,R101,2025-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,113211,7279,113211,7279,113211,7279,0000001375,L0000001375,Ponce,Terrence,David,,2018-09-20,03,R,1170,0,0,1170,0,0,2025-08-20,R101,2026-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,021955,2493,021955,2493,021955,2493,0000001376,L0000001376,Campbell,James,Danny,,2018-06-21,01,R,1170,0,0,1170,0,0,2023-08-24,R101,2024-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,021955,8966,021955,8966,021955,8966,0000001376,L0000001376,Campbell,James,Danny,,2018-06-21,02,R,1170,0,0,1170,0,0,2024-08-24,R101,2025-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,021955,4620,021955,4620,021955,4620,0000001376,L0000001376,Campbell,James,Danny,,2018-06-21,03,R,1158,12,0,1170,0,0,2025-08-19,R101,2026-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,047635,4610,047635,4610,047635,4610,0000001377,L0000001377,Johnson,Aaron,Terry,,2021-03-12,PK,R,1122,48,0,1170,0,0,2024-08-26,E100,2025-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,047635,8130,047635,8130,047635,8130,0000001377,L0000001377,Johnson,Aaron,Terry,,2021-03-12,K,R,1161,9,0,1170,0,0,2025-08-18,R101,2026-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,051301,4496,051301,4496,051301,4496,0000001378,L0000001378,Haley,Kyle,George,,2020-10-19,PK,R,1170,0,0,1170,0,0,2023-08-23,E100,2024-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,051301,8276,051301,8276,051301,8276,0000001378,L0000001378,Haley,Kyle,George,,2020-10-19,PK,R,1146,24,0,1170,0,0,2024-08-22,E100,2025-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,051301,7299,051301,7299,051301,7299,0000001378,L0000001378,Haley,Kyle,George,,2020-10-19,K,R,1138,32,0,1170,0,0,2025-08-29,R101,2026-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,098128,5451,098128,5451,098128,5451,0000001379,L0000001379,Solis,Matthew,Ronald,,2021-01-26,PK,R,1160,10,0,1170,0,0,2024-08-18,E100,2025-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,098128,9584,098128,9584,098128,9584,0000001379,L0000001379,Solis,Matthew,Ronald,,2021-01-26,PK,R,1131,39,0,1170,0,0,2025-08-24,E100,2026-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,055690,9315,055690,9315,055690,9315,0000001380,L0000001380,Strong,Glenn,,,2018-08-16,01,R,912,258,0,1170,0,0,2023-08-18,R101,2024-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,055690,7110,055690,7110,055690,7110,0000001380,L0000001380,Strong,Glenn,,,2018-08-16,02,R,880,290,0,1170,0,0,2024-08-15,R101,2025-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,055690,7187,055690,7187,055690,7187,0000001380,L0000001380,Strong,Glenn,,,2018-08-16,03,R,939,231,0,1170,0,0,2025-08-21,R101,2026-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,012697,5491,012697,5491,012697,5491,0000001381,L0000001381,Ray,David,David,,2019-03-25,PK,R,1004,166,0,1170,0,0,2023-08-27,E100,2024-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,012697,1397,012697,1397,012697,1397,0000001381,L0000001381,Ray,David,David,,2019-03-25,K,R,1006,164,0,1170,0,0,2024-08-19,R101,2025-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,048123,8148,048123,8148,048123,8148,0000001382,L0000001382,Davis,Christopher,Frank,,2019-07-24,PK,R,925,245,0,1170,0,0,2023-08-19,E100,2024-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,048123,2465,048123,2465,048123,2465,0000001382,L0000001382,Davis,Christopher,Frank,,2019-07-24,K,R,878,292,0,1170,0,0,2024-08-23,R101,2025-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,048123,5257,048123,5257,048123,5257,0000001382,L0000001382,Davis,Christopher,Frank,,2019-07-24,01,R,962,208,0,1170,0,0,2025-08-20,R101,2026-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,075567,9473,075567,9473,075567,9473,0000001383,L0000001383,Compton,Christine,Amy,,2021-10-15,PK,R,902,268,0,1170,0,0,2024-08-31,E100,2025-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,075567,7249,075567,7249,075567,7249,0000001383,L0000001383,Compton,Christine,Amy,,2021-10-15,PK,R,981,189,0,1170,0,0,2025-08-25,E100,2026-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,062416,2474,062416,2474,062416,2474,0000001384,L0000001384,Lopez,Mark,Richard,,2020-10-24,PK,R,1051,119,0,1170,0,0,2023-08-20,E100,2024-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,062416,1820,062416,1820,062416,1820,0000001384,L0000001384,Lopez,Mark,Richard,,2020-10-24,PK,R,1009,161,0,1170,0,0,2024-08-26,E100,2025-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,062416,5180,062416,5180,062416,5180,0000001384,L0000001384,Lopez,Mark,Richard,,2020-10-24,K,R,1044,126,0,1170,0,0,2025-08-30,R101,2026-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,027755,5563,027755,5563,027755,5563,0000001385,L0000001385,Roman,Nicholas,,,2018-07-26,01,R,1015,155,0,1170,0,0,2023-08-24,R101,2024-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,027755,3730,027755,3730,027755,3730,0000001385,L0000001385,Roman,Nicholas,,,2018-07-26,02,R,993,177,0,1170,0,0,2024-08-28,R101,2025-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,027755,2511,027755,2511,027755,2511,0000001385,L0000001385,Roman,Nicholas,,,2018-07-26,03,R,921,249,0,1170,0,0,2025-08-27,R101,2026-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,102131,3882,102131,3882,102131,3882,0000001386,L0000001386,Little,Savannah,Courtney,,2020-09-06,PK,R,1151,19,0,1170,0,0,2023-08-31,E100,2024-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,102131,3751,102131,3751,102131,3751,0000001386,L0000001386,Little,Savannah,Courtney,,2020-09-06,PK,R,1123,47,0,1170,0,0,2024-08-30,E100,2025-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,102131,4201,102131,4201,102131,4201,0000001386,L0000001386,Little,Savannah,Courtney,,2020-09-06,K,R,1115,55,0,1170,0,0,2025-08-16,R101,2026-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,084515,5408,084515,5408,084515,5408,0000001387,L0000001387,Davis,Douglas,Steven,,2018-09-11,01,R,936,234,0,1170,0,0,2023-08-29,R101,2024-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,084515,8578,084515,8578,084515,8578,0000001387,L0000001387,Davis,Douglas,Steven,,2018-09-11,02,R,862,308,0,1170,0,0,2024-08-20,R101,2025-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,084515,3931,084515,3931,084515,3931,0000001387,L0000001387,Davis,Douglas,Steven,,2018-09-11,03,R,872,298,0,1170,0,0,2025-08-31,R101,2026-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,007684,3814,007684,3814,007684,3814,0000001388,L0000001388,Jones,Katherine,Alison,,2020-10-17,PK,R,1003,167,0,1170,0,0,2023-08-19,E100,2024-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,007684,9265,007684,9265,007684,9265,0000001388,L0000001388,Jones,Katherine,Alison,,2020-10-17,PK,R,955,215,0,1170,0,0,2024-08-22,E100,2025-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,007684,3736,007684,3736,007684,3736,0000001388,L0000001388,Jones,Katherine,Alison,,2020-10-17,K,R,968,202,0,1170,0,0,2025-08-22,R101,2026-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,094056,7016,094056,7016,094056,7016,0000001389,L0000001389,Martin,Mark,Jerry,,2020-07-15,PK,R,984,186,0,1170,0,0,2023-08-29,E100,2024-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,094056,3869,094056,3869,094056,3869,0000001389,L0000001389,Martin,Mark,Jerry,,2020-07-15,PK,R,999,171,0,1170,0,0,2024-08-17,E100,2025-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,094056,3655,094056,3655,094056,3655,0000001389,L0000001389,Martin,Mark,Jerry,,2020-07-15,K,R,928,242,0,1170,0,0,2025-08-28,R101,2026-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,060509,1009,060509,1009,060509,1009,0000001390,L0000001390,Wilson,Mark,Scott,,2019-09-17,PK,R,1149,21,0,1170,0,0,2023-08-23,E100,2024-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,060509,9027,060509,9027,060509,9027,0000001390,L0000001390,Wilson,Mark,Scott,,2019-09-17,K,R,1161,9,0,1170,0,0,2024-08-16,R101,2025-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,060509,7617,060509,7617,060509,7617,0000001390,L0000001390,Wilson,Mark,Scott,,2019-09-17,01,R,1154,16,0,1170,0,0,2025-08-29,R101,2026-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,072595,9514,072595,9514,072595,9514,0000001391,L0000001391,Boyd,Carol,Adam,,2020-12-19,PK,R,992,178,0,1170,0,0,2023-08-26,E100,2024-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,072595,7638,072595,7638,072595,7638,0000001391,L0000001391,Boyd,Carol,Adam,,2020-12-19,PK,R,1045,125,0,1170,0,0,2024-08-31,E100,2025-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,072595,7679,072595,7679,072595,7679,0000001391,L0000001391,Boyd,Carol,Adam,,2020-12-19,K,R,1038,132,0,1170,0,0,2025-08-26,R101,2026-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,066146,1596,066146,1596,066146,1596,0000001392,L0000001392,Hodges,Joshua,Joseph,,2018-12-19,01,R,1143,27,0,1170,0,0,2023-08-19,R101,2024-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,066146,5889,066146,5889,066146,5889,0000001392,L0000001392,Hodges,Joshua,Joseph,,2018-12-19,02,R,1138,32,0,1170,0,0,2024-08-16,R101,2025-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,066146,7268,066146,7268,066146,7268,0000001392,L0000001392,Hodges,Joshua,Joseph,,2018-12-19,03,R,1150,20,0,1170,0,0,2025-08-24,R101,2026-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,006140,4255,006140,4255,006140,4255,0000001393,L0000001393,Miller,Alyssa,Brenda,,2021-02-18,PK,R,1061,109,0,1170,0,0,2024-08-25,E100,2025-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,006140,3411,006140,3411,006140,3411,0000001393,L0000001393,Miller,Alyssa,Brenda,,2021-02-18,PK,R,1061,109,0,1170,0,0,2025-08-19,E100,2026-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,029371,3291,029371,3291,029371,3291,0000001394,L0000001394,Erickson,Brandon,,,2019-08-06,PK,R,1159,11,0,1170,0,0,2023-08-25,E100,2024-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,029371,5005,029371,5005,029371,5005,0000001394,L0000001394,Erickson,Brandon,,,2019-08-06,K,R,1170,0,0,1170,0,0,2024-08-31,R101,2025-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,029371,5143,029371,5143,029371,5143,0000001394,L0000001394,Erickson,Brandon,,,2019-08-06,01,R,1123,47,0,1170,0,0,2025-08-20,R101,2026-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,035916,8590,035916,8590,035916,8590,0000001395,L0000001395,Wright,Theresa,Tammy,,2019-02-13,PK,R,1028,142,0,1170,0,0,2023-08-31,E100,2024-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,035916,5020,035916,5020,035916,5020,0000001395,L0000001395,Wright,Theresa,Tammy,,2019-02-13,K,R,1002,168,0,1170,0,0,2024-08-27,R101,2025-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,035916,5840,035916,5840,035916,5840,0000001395,L0000001395,Wright,Theresa,Tammy,,2019-02-13,01,R,1039,131,0,1170,0,0,2025-08-26,R101,2026-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,073529,8100,073529,8100,073529,8100,0000001396,L0000001396,Mcguire,Tonya,Ashley,,2021-03-11,PK,R,1095,75,0,1170,0,0,2024-08-22,E100,2025-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,073529,8816,073529,8816,073529,8816,0000001396,L0000001396,Mcguire,Tonya,Ashley,,2021-03-11,PK,R,1106,64,0,1170,0,0,2025-08-28,E100,2026-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,105652,2110,105652,2110,105652,2110,0000001397,L0000001397,Henderson,Tony,Nicole,,2019-11-10,PK,R,883,287,0,1170,0,0,2023-08-21,E100,2024-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,105652,9302,105652,9302,105652,9302,0000001397,L0000001397,Henderson,Tony,Nicole,,2019-11-10,K,R,893,277,0,1170,0,0,2024-08-17,R101,2025-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,105652,5417,105652,5417,105652,5417,0000001397,L0000001397,Henderson,Tony,Nicole,,2019-11-10,01,R,985,185,0,1170,0,0,2025-08-26,R101,2026-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,046308,6472,046308,6472,046308,6472,0000001398,L0000001398,Bradley,Jeffrey,,,2019-06-21,PK,R,917,253,0,1170,0,0,2023-08-30,E100,2024-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,046308,6350,046308,6350,046308,6350,0000001398,L0000001398,Bradley,Jeffrey,,,2019-06-21,K,R,992,178,0,1170,0,0,2024-08-26,R101,2025-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,046308,3020,046308,3020,046308,3020,0000001398,L0000001398,Bradley,Jeffrey,,,2019-06-21,01,R,909,261,0,1170,0,0,2025-08-27,R101,2026-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,115916,9420,115916,9420,115916,9420,0000001399,L0000001399,King,Stacy,Tina,,2021-01-21,PK,R,1130,40,0,1170,0,0,2024-08-26,E100,2025-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,115916,9289,115916,9289,115916,9289,0000001399,L0000001399,King,Stacy,Tina,,2021-01-21,PK,R,1152,18,0,1170,0,0,2025-08-30,E100,2026-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,032171,7191,032171,7191,032171,7191,0000001400,L0000001400,Morris,Anthony,Hector,,2019-11-20,PK,R,1146,24,0,1170,0,0,2023-08-27,E100,2024-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,032171,5376,032171,5376,032171,5376,0000001400,L0000001400,Morris,Anthony,Hector,,2019-11-20,K,R,1131,39,0,1170,0,0,2024-08-30,R101,2025-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,032171,7289,032171,7289,032171,7289,0000001400,L0000001400,Morris,Anthony,Hector,,2019-11-20,01,R,1141,29,0,1170,0,0,2025-08-15,R101,2026-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,008544,3178,008544,3178,008544,3178,0000001401,L0000001401,Edwards,Nathan,Dustin,,2019-12-26,PK,R,1130,40,0,1170,0,0,2023-08-22,E100,2024-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,008544,7841,008544,7841,008544,7841,0000001401,L0000001401,Edwards,Nathan,Dustin,,2019-12-26,K,R,1128,42,0,1170,0,0,2024-08-16,R101,2025-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,008544,5180,008544,5180,008544,5180,0000001401,L0000001401,Edwards,Nathan,Dustin,,2019-12-26,01,R,1154,16,0,1170,0,0,2025-08-31,R101,2026-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,060194,1613,060194,1613,060194,1613,0000001402,L0000001402,Hall,Ashley,Marc,,2019-05-25,PK,R,1066,104,0,1170,0,0,2023-08-29,E100,2024-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,060194,2082,060194,2082,060194,2082,0000001402,L0000001402,Hall,Ashley,Marc,,2019-05-25,K,R,1031,139,0,1170,0,0,2024-08-23,R101,2025-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,060194,9085,060194,9085,060194,9085,0000001402,L0000001402,Hall,Ashley,Marc,,2019-05-25,01,R,1048,122,0,1170,0,0,2025-08-17,R101,2026-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,105375,6615,105375,6615,105375,6615,0000001403,L0000001403,Franklin,Ashley,Diana,,2020-03-24,PK,R,1125,45,0,1170,0,0,2023-08-28,E100,2024-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,105375,5228,105375,5228,105375,5228,0000001403,L0000001403,Franklin,Ashley,Diana,,2020-03-24,PK,R,1123,47,0,1170,0,0,2024-08-20,E100,2025-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,105375,6416,105375,6416,105375,6416,0000001403,L0000001403,Franklin,Ashley,Diana,,2020-03-24,K,R,1136,34,0,1170,0,0,2025-08-30,R101,2026-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,075266,9520,075266,9520,075266,9520,0000001404,L0000001404,Gonzalez,Ryan,Lisa,,2021-09-01,PK,R,1015,155,0,1170,0,0,2024-08-29,E100,2025-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,075266,5018,075266,5018,075266,5018,0000001404,L0000001404,Gonzalez,Ryan,Lisa,,2021-09-01,PK,R,989,181,0,1170,0,0,2025-08-28,E100,2026-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,044874,8919,044874,8919,044874,8919,0000001405,L0000001405,Jackson,Jennifer,Becky,,2020-03-09,PK,R,906,264,0,1170,0,0,2023-08-24,E100,2024-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,044874,7630,044874,7630,044874,7630,0000001405,L0000001405,Jackson,Jennifer,Becky,,2020-03-09,PK,R,1016,154,0,1170,0,0,2024-08-26,E100,2025-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,044874,5221,044874,5221,044874,5221,0000001405,L0000001405,Jackson,Jennifer,Becky,,2020-03-09,K,R,959,211,0,1170,0,0,2025-08-20,R101,2026-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,095493,4587,095493,4587,095493,4587,0000001406,L0000001406,Chase,Justin,Dawn,,2021-03-23,PK,R,993,177,0,1170,0,0,2024-08-22,E100,2025-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,102956,9883,102956,9883,102956,9883,0000001407,L0000001407,Rose,Amanda,,,2019-02-26,PK,R,1058,112,0,1170,0,0,2023-08-17,E100,2024-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,102956,7551,102956,7551,102956,7551,0000001407,L0000001407,Rose,Amanda,,,2019-02-26,K,R,1043,127,0,1170,0,0,2024-08-29,R101,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,102956,3661,102956,3661,102956,3661,0000001407,L0000001407,Rose,Amanda,,,2019-02-26,01,R,1051,119,0,1170,0,0,2025-08-15,R101,2026-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,052029,6143,052029,6143,052029,6143,0000001408,L0000001408,Perry,Ronald,,,2020-09-17,PK,R,1170,0,0,1170,0,0,2023-08-28,E100,2024-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,052029,8080,052029,8080,052029,8080,0000001408,L0000001408,Perry,Ronald,,,2020-09-17,K,R,1170,0,0,1170,0,0,2025-08-23,R101,2026-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,054871,7068,054871,7068,054871,7068,0000001409,L0000001409,Edwards,Justin,,,2021-11-05,PK,R,1093,77,0,1170,0,0,2024-08-30,E100,2025-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,054871,9058,054871,9058,054871,9058,0000001409,L0000001409,Edwards,Justin,,,2021-11-05,PK,R,1054,116,0,1170,0,0,2025-08-20,E100,2026-05-30,R001,,,,N,0
