CollectionVersion,CurrentSchoolYear,AttendingDistrictCode,AttendingSchoolCode,ReportingDistrictCode,ReportingSchoolCode,ResidentDistrictCode,ResidentSchoolCode,StateID,LocalStudentID,LastName,FirstName,MiddleName,Suffix,DateOfBirth,StudentGradeLevel,Gender,RaceEthnicity,OffenseDate,OffenseType,WeaponType,DisciplineRemoval,LengthRemoved,ModifiedLength,API,LEPELL,IEPDisability
2026Jun1.0StuDiscipline,2024,104785,1370,104785,1370,104785,1370,0000001953,L0000001953,Santos,Shane,Aaron,,2020-02-27,PK,F,W,2024-01-01,D,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,113456,9848,113456,9848,113456,9848,0000001954,L0000001954,Mitchell,Michelle,Natalie,,2019-04-23,01,F,P,2026-02-03,O,,EXP,147,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,007290,1485,007290,1485,007290,1485,0000001976,L0000001976,Solis,Donald,Karl,,2018-11-11,02,M,W,2024-10-15,E,,OSS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,104409,5251,104409,5251,104409,5251,0000001980,L0000001980,Snyder,Brandy,,,2018-05-02,02,F,W,2024-12-10,D,,EXP,106,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,062162,4432,062162,4432,062162,4432,0000001985,L0000001985,Keller,Jacob,James,,2018-07-01,03,F,W,2025-12-08,V,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,103852,6509,103852,6509,103852,6509,0000001986,L0000001986,Gutierrez,Richard,Cody,,2018-05-16,02,M,W,2024-11-01,A,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,019701,1760,019701,1760,019701,1760,0000002008,L0000002008,Riggs,Tracy,Robin,,2021-03-09,K,F,W,2025-10-11,T,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,017044,9155,017044,9155,017044,9155,0000002016,L0000002016,Irwin,Christopher,Joy,,2018-01-02,02,F,M,2024-12-08,O,,OSS,10,N,N,NLP,10
2026Jun1.0StuDiscipline,2024,041590,5400,041590,5400,041590,5400,0000002054,L0000002054,Robinson,Christina,Joshua,,2019-12-12,PK,F,A,2024-02-07,D,,ISS,2,N,N,RCV,0
2026Jun1.0StuDiscipline,2024,039688,5438,039688,5438,039688,5438,0000002055,L0000002055,Mckenzie,Ashley,Robert,,2020-11-20,PK,F,W,2023-11-20,T,,EXP,54,N,N,RCV,0
2026Jun1.0StuDiscipline,2024,027404,3151,027404,3151,027404,3151,0000002057,L0000002057,Herman,Kristin,Jeffery,,2018-10-05,01,F,W,2024-04-26,E,,OSS,10,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,010121,9790,010121,9790,010121,9790,0000002091,L0000002091,Gallegos,Tammy,Bryan,,2018-02-13,01,F,M,2024-01-26,D,,OSS,8,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,006571,1889,006571,1889,006571,1889,0000002095,L0000002095,Payne,Joshua,Lisa,,2018-12-07,03,F,W,2026-05-05,E,,EXP,126,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,023176,1181,023176,1181,023176,1181,0000002114,L0000002114,Jenkins,Eric,Matthew,,2019-06-26,01,F,W,2026-02-07,O,,EXP,10,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,030289,6553,030289,6553,030289,6553,0000002148,L0000002148,Harris,Michelle,,,2019-07-18,01,F,W,2026-05-17,V,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,067220,5983,067220,5983,067220,5983,0000002190,L0000002190,Williams,David,Joel,,2018-05-13,02,M,W,2024-11-25,D,,EXP,162,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,074109,5111,074109,5111,074109,5111,0000002208,L0000002208,Stokes,Larry,,,2018-03-24,03,M,W,2025-02-20,A,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,067516,3798,067516,3798,067516,3798,0000002232,L0000002232,Hoffman,Gordon,Jason,,2018-05-02,01,F,P,2024-04-24,T,,EXP,19,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,067516,2640,067516,2640,067516,2640,0000002232,L0000002232,Hoffman,Gordon,Jason,,2018-05-02,02,F,P,2025-05-22,O,,EXP,146,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,088360,3647,088360,3647,088360,3647,0000002245,L0000002245,Chavez,Erica,,,2020-11-12,PK,F,W,2025-02-28,O,,OSS,4,N,N,NLP,4
2026Jun1.0StuDiscipline,2025,011012,7127,011012,7127,011012,7127,0000002261,L0000002261,White,Samantha,Kimberly,,2018-12-15,02,F,B,2024-09-17,N,,EXP,37,N,N,RCV,0
2026Jun1.0StuDiscipline,2024,018686,4218,018686,4218,018686,4218,0000002288,L0000002288,Bradshaw,Cheyenne,Toni,,2018-03-15,01,F,W,2024-03-08,A,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,066566,7383,066566,7383,066566,7383,0000002292,L0000002292,Johnson,Michelle,Jaclyn,,2018-03-07,01,F,W,2024-01-21,O,,EXP,131,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,007193,2332,007193,2332,007193,2332,0000002293,L0000002293,Flores,Justin,Alan,,2018-01-27,01,M,W,2024-01-24,N,,OSS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,003961,9301,003961,9301,003961,9301,0000002308,L0000002308,Williams,Samuel,Stephen,,2018-09-04,03,M,W,2026-04-16,E,,EXP,119,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,016228,7194,016228,7194,016228,7194,0000002312,L0000002312,Meyer,Justin,Justin,,2018-01-09,02,F,W,2025-01-10,A,,EXP,78,N,N,NLP,6
2026Jun1.0StuDiscipline,2025,003288,7594,003288,7594,003288,7594,0000002324,L0000002324,Ramos,Daniel,,,2021-01-10,PK,M,W,2024-11-12,D,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,097964,8843,097964,8843,097964,8843,0000002352,L0000002352,Carlson,Gabriel,Chad,,2018-08-26,02,M,W,2025-01-18,V,,EXP,170,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,048298,8328,048298,8328,048298,8328,0000002359,L0000002359,Maynard,Amy,Michelle,,2018-10-17,01,F,W,2024-04-06,T,,OSS,8,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,038765,4525,038765,4525,038765,4525,0000002369,L0000002369,Gonzalez,Janet,Steven,,2018-02-23,01,F,W,2023-12-06,W,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,076533,2682,076533,2682,076533,2682,0000002375,L0000002375,Brown,Chase,Harry,,2018-05-05,01,M,W,2023-11-23,W,,EXP,62,N,N,NLP,12
2026Jun1.0StuDiscipline,2026,071847,7968,071847,7968,071847,7968,0000002379,L0000002379,Hoover,Kayla,Andrea,,2018-02-08,03,F,W,2025-10-23,D,,EXP,110,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,108736,2766,108736,2766,108736,2766,0000002395,L0000002395,Williams,Robin,Debbie,,2018-02-12,02,F,W,2025-03-16,V,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,001626,4214,001626,4214,001626,4214,0000002423,L0000002423,Mcfarland,Virginia,John,,2020-01-28,K,F,W,2025-12-16,W,,EXP,111,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,048496,5998,048496,5998,048496,5998,0000002427,L0000002427,Carter,Kevin,Christopher,,2018-08-02,03,M,W,2025-10-15,O,,OSS,10,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,053520,9531,053520,9531,053520,9531,0000002458,L0000002458,May,Richard,Brian,,2018-10-23,03,M,W,2025-09-23,W,,EXP,163,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,071403,1778,071403,1778,071403,1778,0000002460,L0000002460,Frank,Vanessa,Allison,,2018-09-14,02,F,W,2024-11-24,W,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,067466,9394,067466,9394,067466,9394,0000002513,L0000002513,Stewart,Joshua,Walter,,2020-09-14,PK,M,I,2024-11-10,A,,EXP,98,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,072584,7908,072584,7908,072584,7908,0000002534,L0000002534,Duncan,Alexis,Alicia,,2020-05-19,K,F,W,2026-03-02,D,,EXP,109,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,059074,3415,059074,3415,059074,3415,0000002573,L0000002573,Brown,Robert,Ivan,,2018-06-07,03,M,W,2026-02-04,D,,OSS,5,N,N,NLP,6
2026Jun1.0StuDiscipline,2024,013797,9634,013797,9634,013797,9634,0000002597,L0000002597,Simpson,Debbie,Jessica,,2018-04-25,01,F,B,2023-11-13,N,,EXP,121,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,003628,5133,003628,5133,003628,5133,0000002611,L0000002611,Ball,Richard,Gregory,,2018-12-16,01,M,W,2024-03-11,W,,OSS,10,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,003628,5306,003628,5306,003628,5306,0000002611,L0000002611,Ball,Richard,Gregory,,2018-12-16,02,M,W,2025-03-16,D,,EXP,110,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,089307,6636,089307,6636,089307,6636,0000002615,L0000002615,Stevens,Susan,Kristen,,2021-07-12,K,F,W,2026-03-10,D,,OSS,4,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,114015,7572,114015,7572,114015,7572,0000002669,L0000002669,Lee,Jamie,Pamela,,2018-05-08,03,F,W,2025-12-28,A,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,001215,1960,001215,1960,001215,1960,0000002703,L0000002703,Austin,Carol,Shannon,,2018-03-20,01,F,W,2024-04-19,T,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,037815,5542,037815,5542,037815,5542,0000002714,L0000002714,Miller,Eric,Lori,,2019-12-27,K,F,A,2024-02-11,T,,EXP,151,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,019058,9813,019058,9813,019058,9813,0000002727,L0000002727,Jackson,Alisha,Melissa,,2018-07-11,01,F,W,2023-09-19,A,,ISS,2,N,N,NLP,16
2026Jun1.0StuDiscipline,2025,019058,7401,019058,7401,019058,7401,0000002727,L0000002727,Jackson,Alisha,Melissa,,2018-07-11,02,F,W,2024-10-22,D,,EXP,93,N,N,NLP,16
2026Jun1.0StuDiscipline,2026,100830,2880,100830,2880,100830,2880,0000002746,L0000002746,Harris,Clinton,Mario,,2019-07-18,01,F,W,2026-03-20,N,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,025439,1551,025439,1551,025439,1551,0000002747,L0000002747,Smith,Emily,Courtney,,2018-07-24,02,F,W,2024-09-28,O,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,115044,3292,115044,3292,115044,3292,0000002780,L0000002780,Rice,Anthony,Thomas,,2020-10-16,K,M,W,2026-04-13,O,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,038017,4031,038017,4031,038017,4031,0000002789,L0000002789,Lewis,Jason,Ronald,,2019-03-09,01,M,W,2026-03-04,D,,EXP,28,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,102577,2850,102577,2850,102577,2850,0000002790,L0000002790,Hunt,Rachel,Amber,,2019-03-05,01,F,W,2026-03-26,A,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,037215,3339,037215,3339,037215,3339,0000002822,L0000002822,Fisher,Sarah,Kimberly,,2018-05-12,03,F,W,2026-01-17,E,,ISS,2,N,N,RCV,0
2026Jun1.0StuDiscipline,2024,074150,5869,074150,5869,074150,5869,0000002831,L0000002831,Wang,Michelle,Sandra,,2020-03-01,PK,F,W,2024-05-15,V,,OSS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,015134,3791,015134,3791,015134,3791,0000002832,L0000002832,Gonzalez,Joseph,,,2021-12-14,PK,F,W,2024-10-02,W,,OSS,4,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,023394,2296,023394,2296,023394,2296,0000002856,L0000002856,Scott,John,Aaron,,2020-06-02,K,M,W,2026-05-23,E,,EXP,24,N,N,RCV,0
2026Jun1.0StuDiscipline,2025,004899,1021,004899,1021,004899,1021,0000002863,L0000002863,Rodriguez,Michael,Amber,,2019-11-08,K,F,B,2025-02-26,N,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,107630,4903,107630,4903,107630,4903,0000002865,L0000002865,Oconnor,Wendy,Michele,,2018-05-16,03,F,W,2025-09-09,E,,OSS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,062350,7535,062350,7535,062350,7535,0000002866,L0000002866,Craig,Shawn,William,,2018-10-07,01,M,W,2024-05-27,D,,EXP,56,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,067780,9876,067780,9876,067780,9876,0000002890,L0000002890,Wang,Kayla,Linda,,2018-07-26,03,F,B,2026-05-11,V,,EXP,144,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,079948,3887,079948,3887,079948,3887,0000002897,L0000002897,Davis,Brandon,,,2018-05-24,03,M,W,2025-11-08,E,,EXP,160,N,N,RCV,0
2026Jun1.0StuDiscipline,2024,103658,8540,103658,8540,103658,8540,0000002912,L0000002912,Koch,Nicholas,,,2018-11-24,01,M,B,2023-09-22,D,,EXP,159,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,064733,6292,064733,6292,064733,6292,0000002915,L0000002915,Martinez,Maria,Anita,,2018-02-07,03,F,W,2025-11-12,V,,OSS,4,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,074629,3220,074629,3220,074629,3220,0000002924,L0000002924,Davis,Susan,Amber,,2018-08-05,02,F,W,2024-12-13,W,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,079383,4666,079383,4666,079383,4666,0000002933,L0000002933,Davenport,Theodore,,,2018-12-13,01,F,I,2023-12-08,O,,OSS,4,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,029519,9875,029519,9875,029519,9875,0000002948,L0000002948,Bauer,Holly,Richard,,2021-10-02,PK,F,W,2026-03-08,V,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,091786,7124,091786,7124,091786,7124,0000002949,L0000002949,Davis,Erin,Emily,,2018-11-01,01,F,W,2024-05-18,V,,EXP,20,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,022158,1447,022158,1447,022158,1447,0000002959,L0000002959,Nicholson,Charlene,Jessica,,2021-06-03,PK,F,B,2025-02-14,V,,OSS,5,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,012791,2393,012791,2393,012791,2393,0000002963,L0000002963,Thomas,Stephanie,Melinda,,2018-01-23,02,F,A,2024-10-19,N,,EXP,142,N,N,RCV,0
2026Jun1.0StuDiscipline,2024,033409,8914,033409,8914,033409,8914,0000002982,L0000002982,Rangel,Sandy,Catherine,,2019-01-15,PK,F,W,2024-04-26,O,,OSS,8,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,078237,8560,078237,8560,078237,8560,0000002993,L0000002993,Williams,Ryan,Christopher,,2018-11-21,02,M,B,2024-10-04,W,,ISS,1,N,N,NLP,8
2026Jun1.0StuDiscipline,2026,078237,1642,078237,1642,078237,1642,0000002993,L0000002993,Williams,Ryan,Christopher,,2018-11-21,03,M,B,2025-09-27,O,,EXP,51,N,N,NLP,8
2026Jun1.0StuDiscipline,2024,038621,1871,038621,1871,038621,1871,0000002999,L0000002999,Golden,Kari,John,,2018-08-05,01,F,W,2024-02-25,W,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,107460,5740,107460,5740,107460,5740,0000003003,L0000003003,Burke,Shelly,,,2019-05-06,K,F,B,2024-09-20,D,,ISS,1,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,093066,8058,093066,8058,093066,8058,0000003014,L0000003014,Figueroa,William,James,,2021-02-07,K,M,W,2025-09-21,T,,ISS,3,N,N,NLP,12
2026Jun1.0StuDiscipline,2026,114689,6446,114689,6446,114689,6446,0000003047,L0000003047,Smith,Shane,Kathleen,,2021-06-23,PK,F,W,2026-05-02,A,,OSS,1,N,N,NLP,10
2026Jun1.0StuDiscipline,2026,010217,7398,010217,7398,010217,7398,0000003050,L0000003050,Mason,April,Gina,,2018-07-19,03,F,W,2025-11-03,A,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,072444,8387,072444,8387,072444,8387,0000003072,L0000003072,Wells,Megan,Sheryl,,2018-11-15,02,F,W,2025-05-21,V,,OSS,8,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,057892,5283,057892,5283,057892,5283,0000003081,L0000003081,Shaw,Amber,Robert,,2020-02-14,K,F,W,2026-01-23,T,,OSS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,056918,2222,056918,2222,056918,2222,0000003093,L0000003093,Chambers,Jennifer,,,2018-01-02,01,F,B,2023-11-23,D,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,020579,5219,020579,5219,020579,5219,0000003112,L0000003112,Lopez,Christina,Kelsey,,2021-06-05,PK,F,W,2024-11-22,W,,EXP,63,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,088355,5930,088355,5930,088355,5930,0000003136,L0000003136,Grant,Benjamin,Lisa,,2019-05-15,01,F,B,2025-10-11,A,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,082548,9188,082548,9188,082548,9188,0000003162,L0000003162,Schmidt,Nathan,David,,2019-07-11,K,F,W,2024-09-10,O,,OSS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,041942,4559,041942,4559,041942,4559,0000003168,L0000003168,Nelson,Matthew,David,,2018-04-27,03,M,W,2026-04-01,W,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,009235,9203,009235,9203,009235,9203,0000003181,L0000003181,Schmidt,Timothy,Mark,,2018-11-04,03,M,A,2026-01-02,E,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,007757,1109,007757,1109,007757,1109,0000003208,L0000003208,Weaver,Kari,Laura,,2020-02-06,PK,F,W,2024-04-02,N,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,011485,1815,011485,1815,011485,1815,0000003213,L0000003213,Cantu,Keith,,,2018-02-08,01,F,W,2024-05-08,D,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,011485,2647,011485,2647,011485,2647,0000003213,L0000003213,Cantu,Keith,,,2018-02-08,03,F,W,2026-02-03,D,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,029208,6931,029208,6931,029208,6931,0000003214,L0000003214,Figueroa,Clarence,Jerry,,2018-01-04,03,M,W,2025-09-01,D,,EXP,134,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,078288,6234,078288,6234,078288,6234,0000003245,L0000003245,Griffith,Victoria,Gloria,,2018-04-26,03,F,W,2025-09-03,W,,OSS,6,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,034132,7114,034132,7114,034132,7114,0000003246,L0000003246,Buchanan,David,Catherine,,2018-08-09,01,F,W,2024-03-16,E,,OSS,10,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,034132,6393,034132,6393,034132,6393,0000003246,L0000003246,Buchanan,David,Catherine,,2018-08-09,02,F,W,2025-01-11,E,,OSS,10,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,084831,6538,084831,6538,084831,6538,0000003260,L0000003260,Myers,Charlotte,Jennifer,,2021-04-22,PK,F,W,2024-10-15,O,,ISS,3,N,N,RCV,6
2026Jun1.0StuDiscipline,2026,019632,1613,019632,1613,019632,1613,0000003280,L0000003280,Barton,Philip,David,,2018-02-04,03,M,W,2025-11-18,T,,EXP,76,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,030372,2026,030372,2026,030372,2026,0000003282,L0000003282,Kelly,Sean,,,2018-06-23,01,M,A,2023-09-15,E,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,066097,6854,066097,6854,066097,6854,0000003286,L0000003286,Doyle,Brandon,Scott,,2018-08-13,03,M,W,2026-02-17,D,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,032050,4659,032050,4659,032050,4659,0000003291,L0000003291,Jones,Anne,,,2018-02-14,02,F,W,2025-03-17,V,,EXP,133,N,N,NLP,10
2026Jun1.0StuDiscipline,2026,008566,7411,008566,7411,008566,7411,0000003293,L0000003293,Benson,Dawn,Kristina,,2019-01-06,01,F,W,2025-10-17,V,,EXP,54,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,109008,3226,109008,3226,109008,3226,0000003308,L0000003308,Novak,Anthony,Sara,,2018-03-28,02,F,W,2025-01-28,E,,EXP,66,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,004009,1004,004009,1004,004009,1004,0000003346,L0000003346,Sanchez,Mark,Kaitlyn,,2021-09-18,PK,F,W,2025-04-18,V,,ISS,2,N,N,NLP,10
2026Jun1.0StuDiscipline,2025,053283,6688,053283,6688,053283,6688,0000003347,L0000003347,Lawrence,Dylan,Ariana,,2018-12-13,02,F,A,2024-11-14,D,,OSS,9,N,N,RCV,0
2026Jun1.0StuDiscipline,2025,040240,5772,040240,5772,040240,5772,0000003353,L0000003353,Mejia,Elizabeth,,,2018-10-25,02,F,W,2024-11-08,N,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,068599,6645,068599,6645,068599,6645,0000003361,L0000003361,Webster,Austin,,,2018-02-03,03,F,W,2026-05-18,W,,OSS,4,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,054946,7453,054946,7453,054946,7453,0000003362,L0000003362,Barnes,Jason,Samantha,,2018-02-16,01,F,W,2024-03-24,O,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,079240,6621,079240,6621,079240,6621,0000003386,L0000003386,Hodges,Brittney,Jennifer,,2018-01-12,02,F,W,2024-11-24,O,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,034741,3714,034741,3714,034741,3714,0000003421,L0000003421,Long,Samantha,Lisa,,2021-01-13,PK,F,P,2025-10-03,T,,EXP,177,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,022880,3765,022880,3765,022880,3765,0000003440,L0000003440,Hernandez,James,John,,2019-07-24,PK,F,W,2023-09-05,W,,EXP,95,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,046345,7682,046345,7682,046345,7682,0000003484,L0000003484,Flores,John,Andrew,,2018-02-26,03,M,W,2025-12-18,T,,EXP,31,N,N,RCV,0
2026Jun1.0StuDiscipline,2024,062882,4716,062882,4716,062882,4716,0000003495,L0000003495,Grimes,Ralph,Danny,,2019-03-13,PK,M,W,2024-01-25,O,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,009550,8156,009550,8156,009550,8156,0000003499,L0000003499,Brandt,Tracy,Pamela,,2019-05-05,K,F,W,2024-09-21,W,,EXP,31,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,013900,1864,013900,1864,013900,1864,0000003513,L0000003513,Moore,Meghan,Cynthia,,2018-02-08,01,F,W,2024-05-20,A,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,034029,6240,034029,6240,034029,6240,0000003514,L0000003514,Russell,Heather,Lisa,,2018-03-09,02,F,W,2024-12-16,V,,EXP,176,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,085447,1672,085447,1672,085447,1672,0000003518,L0000003518,Clark,George,,,2018-07-19,01,M,W,2024-05-06,V,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,011493,9444,011493,9444,011493,9444,0000003555,L0000003555,Henson,Heidi,Mark,,2020-04-08,K,F,W,2025-11-27,D,,OSS,1,N,N,NLP,17
2026Jun1.0StuDiscipline,2026,072053,2481,072053,2481,072053,2481,0000003565,L0000003565,Jordan,David,William,,2018-12-25,03,M,W,2025-11-25,N,,EXP,102,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,110220,1217,110220,1217,110220,1217,0000003579,L0000003579,Wade,Fred,Blake,,2018-01-27,03,M,W,2025-11-19,N,,EXP,170,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,058622,4100,058622,4100,058622,4100,0000003607,L0000003607,Jones,Erin,Kenneth,,2019-02-05,K,F,W,2024-10-25,O,,EXP,77,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,083365,7681,083365,7681,083365,7681,0000003614,L0000003614,Mccarthy,Julie,Katrina,,2018-11-08,01,F,A,2024-03-05,N,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,021958,8589,021958,8589,021958,8589,0000003649,L0000003649,Watson,Paul,,,2019-11-13,01,M,W,2026-03-21,T,,EXP,130,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,050375,7577,050375,7577,050375,7577,0000003651,L0000003651,Thomas,Claudia,Lynn,,2018-11-02,03,F,W,2026-02-05,T,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,115103,6140,115103,6140,115103,6140,0000003652,L0000003652,Greene,Robert,Benjamin,,2018-08-03,03,M,W,2025-12-01,D,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,058888,9749,058888,9749,058888,9749,0000003657,L0000003657,Smith,Patty,Lindsey,,2018-10-18,03,F,W,2026-02-17,D,,OSS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,006959,3444,006959,3444,006959,3444,0000003664,L0000003664,Jackson,Carolyn,,,2020-12-13,K,F,W,2025-09-05,D,,OSS,10,N,N,NLP,10
2026Jun1.0StuDiscipline,2026,019880,3026,019880,3026,019880,3026,0000003711,L0000003711,Murray,Kevin,Michelle,,2018-01-20,03,F,M,2026-02-11,W,,ISS,2,N,N,RCV,0
2026Jun1.0StuDiscipline,2025,110540,9516,110540,9516,110540,9516,0000003722,L0000003722,Anderson,Suzanne,Sharon,,2018-05-06,02,F,M,2025-04-15,O,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,089057,7570,089057,7570,089057,7570,0000003725,L0000003725,Bradley,Michael,Kyle,,2018-02-17,01,M,W,2024-02-03,W,,EXP,177,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,090821,8898,090821,8898,090821,8898,0000003732,L0000003732,Bush,April,Catherine,,2019-01-13,01,F,W,2025-09-02,T,,EXP,116,N,N,NLP,17
2026Jun1.0StuDiscipline,2024,081773,9151,081773,9151,081773,9151,0000003734,L0000003734,Liu,Brian,Carlos,,2018-10-07,01,F,W,2024-05-23,O,,ISS,2,N,N,NLP,17
2026Jun1.0StuDiscipline,2025,064707,1063,064707,1063,064707,1063,0000003761,L0000003761,Houston,Kimberly,,,2020-12-22,PK,F,W,2024-11-09,E,,EXP,158,N,N,RCV,0
2026Jun1.0StuDiscipline,2025,059535,6674,059535,6674,059535,6674,0000003764,L0000003764,Moore,Jesus,Michael,,2018-05-25,02,M,W,2024-12-09,O,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,099463,6899,099463,6899,099463,6899,0000003813,L0000003813,Hudson,Rachael,Kristine,,2018-11-03,02,F,W,2024-10-05,T,,EXP,22,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,071825,6519,071825,6519,071825,6519,0000003828,L0000003828,Valdez,Ivan,Jonathan,,2019-05-08,01,M,W,2025-09-18,E,,EXP,163,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,082982,7451,082982,7451,082982,7451,0000003853,L0000003853,Brooks,Jacqueline,Cindy,,2019-03-07,01,F,W,2026-03-01,A,,EXP,76,N,N,NLP,0
