CollectionVersion,CurrentSchoolYear,ReportingDistrictCode,ReportingSchoolCode,StateID,LocalStudentID,LastName,FirstName,MiddleName,Suffix,DateOfBirth,StudentGradeLevel,Gender,RaceEthnicity,Assessment,TstMethod,EDFirstName,EDLastName,Subject,Period,Sort,ExaminerEmail,ScaleScore,PerformanceLevel,Grade3ReadingBand
2026MAPSPR1.0AsmPre,2025,095253,8586,0000000188,L0000000188,Lucas,Christopher,,,2019-03-16,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,153,Below Basic,
2026MAPSPR1.0AsmPre,2025,095253,8586,0000000188,L0000000188,Lucas,Christopher,,,2019-03-16,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,162,Basic,
2026MAPSPR1.0AsmPre,2026,095253,4978,0000000188,L0000000188,Lucas,Christopher,,,2019-03-16,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,163,Below Basic,
2026MAPSPR1.0AsmPre,2026,095253,4978,0000000188,L0000000188,Lucas,Christopher,,,2019-03-16,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,171,Below Basic,
2026MAPSPR1.0AsmPre,2025,022291,1647,0000000190,L0000000190,Mccoy,Brian,,,2019-12-23,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,155,Basic,
2026MAPSPR1.0AsmPre,2025,022291,1647,0000000190,L0000000190,Mccoy,Brian,,,2019-12-23,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,160,Basic,
2026MAPSPR1.0AsmPre,2026,022291,8854,0000000190,L0000000190,Mccoy,Brian,,,2019-12-23,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,177,Basic,
2026MAPSPR1.0AsmPre,2026,022291,8854,0000000190,L0000000190,Mccoy,Brian,,,2019-12-23,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,179,Basic,
2026MAPSPR1.0AsmPre,2024,092041,1251,0000000191,L0000000191,York,Paul,Johnathan,,2018-06-16,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,162,Below Basic,
2026MAPSPR1.0AsmPre,2024,092041,1251,0000000191,L0000000191,York,Paul,Johnathan,,2018-06-16,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,169,Below Basic,
2026MAPSPR1.0AsmPre,2025,092041,8846,0000000191,L0000000191,York,Paul,Johnathan,,2018-06-16,02,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,180,Below Basic,
2026MAPSPR1.0AsmPre,2025,092041,8846,0000000191,L0000000191,York,Paul,Johnathan,,2018-06-16,02,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,180,Below Basic,
2026MAPSPR1.0AsmPre,2026,092041,4350,0000000191,L0000000191,York,Paul,Johnathan,,2018-06-16,03,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,185,Below Basic,Well Below Grade Level
2026MAPSPR1.0AsmPre,2026,092041,4350,0000000191,L0000000191,York,Paul,Johnathan,,2018-06-16,03,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,197,Below Basic,
2026MAPSPR1.0AsmPre,2026,087894,2615,0000000192,L0000000192,Douglas,Sydney,Emily,,2020-04-05,K,F,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,147,Below Basic,
2026MAPSPR1.0AsmPre,2026,087894,2615,0000000192,L0000000192,Douglas,Sydney,Emily,,2020-04-05,K,F,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,154,Below Basic,
2026MAPSPR1.0AsmPre,2025,065481,4768,0000000194,L0000000194,Lewis,Jack,Christopher,,2019-10-08,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,152,Below Basic,
2026MAPSPR1.0AsmPre,2025,065481,4768,0000000194,L0000000194,Lewis,Jack,Christopher,,2019-10-08,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,160,Basic,
2026MAPSPR1.0AsmPre,2026,065481,5216,0000000194,L0000000194,Lewis,Jack,Christopher,,2019-10-08,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,173,Below Basic,
2026MAPSPR1.0AsmPre,2026,065481,5216,0000000194,L0000000194,Lewis,Jack,Christopher,,2019-10-08,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,182,Basic,
2026MAPSPR1.0AsmPre,2024,039473,9882,0000000196,L0000000196,Schwartz,Eric,Henry,,2018-09-13,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,161,Below Basic,
2026MAPSPR1.0AsmPre,2024,039473,9882,0000000196,L0000000196,Schwartz,Eric,Henry,,2018-09-13,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,178,Below Basic,
2026MAPSPR1.0AsmPre,2025,039473,2217,0000000196,L0000000196,Schwartz,Eric,Henry,,2018-09-13,02,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,185,Below Basic,
2026MAPSPR1.0AsmPre,2025,039473,2217,0000000196,L0000000196,Schwartz,Eric,Henry,,2018-09-13,02,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,181,Below Basic,
2026MAPSPR1.0AsmPre,2026,039473,1104,0000000196,L0000000196,Schwartz,Eric,Henry,,2018-09-13,03,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,195,Below Basic,Well Below Grade Level
2026MAPSPR1.0AsmPre,2026,039473,1104,0000000196,L0000000196,Schwartz,Eric,Henry,,2018-09-13,03,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,206,Basic,
2026MAPSPR1.0AsmPre,2025,084736,1149,0000000197,L0000000197,Wallace,Erica,John,,2019-08-19,K,F,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,164,Proficient,
2026MAPSPR1.0AsmPre,2025,084736,1149,0000000197,L0000000197,Wallace,Erica,John,,2019-08-19,K,F,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,173,Proficient,
2026MAPSPR1.0AsmPre,2026,084736,8916,0000000197,L0000000197,Wallace,Erica,John,,2019-08-19,01,F,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,179,Basic,
2026MAPSPR1.0AsmPre,2026,084736,8916,0000000197,L0000000197,Wallace,Erica,John,,2019-08-19,01,F,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,184,Basic,
2026MAPSPR1.0AsmPre,2025,037186,5697,0000000198,L0000000198,Sheppard,John,,,2019-03-06,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,168,Proficient,
2026MAPSPR1.0AsmPre,2025,037186,5697,0000000198,L0000000198,Sheppard,John,,,2019-03-06,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,185,Advanced,
2026MAPSPR1.0AsmPre,2026,037186,2753,0000000198,L0000000198,Sheppard,John,,,2019-03-06,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,192,Advanced,
2026MAPSPR1.0AsmPre,2026,037186,2753,0000000198,L0000000198,Sheppard,John,,,2019-03-06,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,198,Advanced,
2026MAPSPR1.0AsmPre,2024,019669,9625,0000000199,L0000000199,Murray,Theresa,Victoria,,2018-04-18,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,185,Proficient,
2026MAPSPR1.0AsmPre,2024,019669,9625,0000000199,L0000000199,Murray,Theresa,Victoria,,2018-04-18,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,201,Advanced,
2026MAPSPR1.0AsmPre,2025,019669,2294,0000000199,L0000000199,Murray,Theresa,Victoria,,2018-04-18,02,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,204,Proficient,
2026MAPSPR1.0AsmPre,2025,019669,2294,0000000199,L0000000199,Murray,Theresa,Victoria,,2018-04-18,02,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,210,Advanced,
2026MAPSPR1.0AsmPre,2026,019669,4984,0000000199,L0000000199,Murray,Theresa,Victoria,,2018-04-18,03,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,222,Advanced,Above Grade Level
2026MAPSPR1.0AsmPre,2026,019669,4984,0000000199,L0000000199,Murray,Theresa,Victoria,,2018-04-18,03,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,223,Proficient,
2026MAPSPR1.0AsmPre,2024,108067,2320,0000000200,L0000000200,Solis,Tracy,Ruth,,2018-02-25,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,193,Advanced,
2026MAPSPR1.0AsmPre,2024,108067,2320,0000000200,L0000000200,Solis,Tracy,Ruth,,2018-02-25,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,197,Advanced,
2026MAPSPR1.0AsmPre,2025,108067,2531,0000000200,L0000000200,Solis,Tracy,Ruth,,2018-02-25,02,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,199,Proficient,
2026MAPSPR1.0AsmPre,2025,108067,2531,0000000200,L0000000200,Solis,Tracy,Ruth,,2018-02-25,02,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,201,Proficient,
2026MAPSPR1.0AsmPre,2026,108067,8798,0000000200,L0000000200,Solis,Tracy,Ruth,,2018-02-25,03,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,213,Proficient,On Grade Level
2026MAPSPR1.0AsmPre,2026,108067,8798,0000000200,L0000000200,Solis,Tracy,Ruth,,2018-02-25,03,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,218,Proficient,
2026MAPSPR1.0AsmPre,2024,114239,9189,0000000201,L0000000201,Garcia,Morgan,Angela,,2020-03-20,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,171,Advanced,
2026MAPSPR1.0AsmPre,2024,114239,9189,0000000201,L0000000201,Garcia,Morgan,Angela,,2020-03-20,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,178,Advanced,
2026MAPSPR1.0AsmPre,2026,114239,1697,0000000201,L0000000201,Garcia,Morgan,Angela,,2020-03-20,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,166,Proficient,
2026MAPSPR1.0AsmPre,2026,114239,1697,0000000201,L0000000201,Garcia,Morgan,Angela,,2020-03-20,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,185,Advanced,
2026MAPSPR1.0AsmPre,2026,044742,1256,0000000202,L0000000202,Kim,Susan,Brittany,,2020-02-10,K,F,I,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,156,Basic,
2026MAPSPR1.0AsmPre,2026,044742,1256,0000000202,L0000000202,Kim,Susan,Brittany,,2020-02-10,K,F,I,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,156,Basic,
2026MAPSPR1.0AsmPre,2024,088819,2260,0000000203,L0000000203,Shaw,Anthony,Brian,,2018-09-10,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,163,Below Basic,
2026MAPSPR1.0AsmPre,2024,088819,2260,0000000203,L0000000203,Shaw,Anthony,Brian,,2018-09-10,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,166,Below Basic,
2026MAPSPR1.0AsmPre,2025,088819,9856,0000000203,L0000000203,Shaw,Anthony,Brian,,2018-09-10,02,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,176,Below Basic,
2026MAPSPR1.0AsmPre,2025,088819,9856,0000000203,L0000000203,Shaw,Anthony,Brian,,2018-09-10,02,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,180,Below Basic,
2026MAPSPR1.0AsmPre,2026,088819,2284,0000000203,L0000000203,Shaw,Anthony,Brian,,2018-09-10,03,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,187,Below Basic,Well Below Grade Level
2026MAPSPR1.0AsmPre,2026,088819,2284,0000000203,L0000000203,Shaw,Anthony,Brian,,2018-09-10,03,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,194,Below Basic,
2026MAPSPR1.0AsmPre,2026,068180,5478,0000000204,L0000000204,Combs,Alyssa,Tara,,2020-07-03,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,158,Basic,
2026MAPSPR1.0AsmPre,2026,068180,5478,0000000204,L0000000204,Combs,Alyssa,Tara,,2020-07-03,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,160,Basic,
2026MAPSPR1.0AsmPre,2025,006869,5037,0000000205,L0000000205,Guerra,Thomas,John,,2019-04-24,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,161,Proficient,
2026MAPSPR1.0AsmPre,2025,006869,5037,0000000205,L0000000205,Guerra,Thomas,John,,2019-04-24,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,164,Proficient,
2026MAPSPR1.0AsmPre,2026,006869,7383,0000000205,L0000000205,Guerra,Thomas,John,,2019-04-24,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,170,Below Basic,
2026MAPSPR1.0AsmPre,2026,006869,7383,0000000205,L0000000205,Guerra,Thomas,John,,2019-04-24,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,180,Basic,
2026MAPSPR1.0AsmPre,2025,091588,5419,0000000206,L0000000206,Lewis,Andrew,,,2018-10-18,02,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,206,Advanced,
2026MAPSPR1.0AsmPre,2025,091588,5419,0000000206,L0000000206,Lewis,Andrew,,,2018-10-18,02,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,212,Advanced,
2026MAPSPR1.0AsmPre,2026,091588,8061,0000000206,L0000000206,Lewis,Andrew,,,2018-10-18,03,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,218,Proficient,On Grade Level
2026MAPSPR1.0AsmPre,2026,091588,8061,0000000206,L0000000206,Lewis,Andrew,,,2018-10-18,03,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,223,Proficient,
2026MAPSPR1.0AsmPre,2025,073096,7779,0000000207,L0000000207,Young,Rodney,Kimberly,,2019-12-25,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,172,Advanced,
2026MAPSPR1.0AsmPre,2025,073096,7779,0000000207,L0000000207,Young,Rodney,Kimberly,,2019-12-25,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,183,Advanced,
2026MAPSPR1.0AsmPre,2026,073096,3274,0000000207,L0000000207,Young,Rodney,Kimberly,,2019-12-25,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,187,Proficient,
2026MAPSPR1.0AsmPre,2026,073096,3274,0000000207,L0000000207,Young,Rodney,Kimberly,,2019-12-25,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,189,Proficient,
2026MAPSPR1.0AsmPre,2026,037619,2752,0000000208,L0000000208,Porter,Russell,,,2020-08-16,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,174,Advanced,
2026MAPSPR1.0AsmPre,2026,037619,2752,0000000208,L0000000208,Porter,Russell,,,2020-08-16,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,172,Proficient,
2026MAPSPR1.0AsmPre,2025,038631,6228,0000000210,L0000000210,Stephens,Michael,Stephanie,,2019-10-25,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,176,Advanced,
2026MAPSPR1.0AsmPre,2025,038631,6228,0000000210,L0000000210,Stephens,Michael,Stephanie,,2019-10-25,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,176,Advanced,
2026MAPSPR1.0AsmPre,2026,038631,7161,0000000210,L0000000210,Stephens,Michael,Stephanie,,2019-10-25,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,188,Proficient,
2026MAPSPR1.0AsmPre,2026,038631,7161,0000000210,L0000000210,Stephens,Michael,Stephanie,,2019-10-25,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,189,Proficient,
2026MAPSPR1.0AsmPre,2026,015887,4434,0000000211,L0000000211,Smith,Tina,Jon,,2020-01-12,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,150,Below Basic,
2026MAPSPR1.0AsmPre,2026,015887,4434,0000000211,L0000000211,Smith,Tina,Jon,,2020-01-12,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,154,Below Basic,
2026MAPSPR1.0AsmPre,2025,018141,9180,0000000212,L0000000212,Williams,Nicholas,Gary,,2019-03-01,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,158,Basic,
2026MAPSPR1.0AsmPre,2025,018141,9180,0000000212,L0000000212,Williams,Nicholas,Gary,,2019-03-01,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,154,Below Basic,
2026MAPSPR1.0AsmPre,2026,018141,7176,0000000212,L0000000212,Williams,Nicholas,Gary,,2019-03-01,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,165,Below Basic,
2026MAPSPR1.0AsmPre,2026,018141,7176,0000000212,L0000000212,Williams,Nicholas,Gary,,2019-03-01,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,177,Below Basic,
2026MAPSPR1.0AsmPre,2026,075985,2791,0000000213,L0000000213,Mendoza,Gail,Tina,,2020-07-18,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,177,Advanced,
2026MAPSPR1.0AsmPre,2026,075985,2791,0000000213,L0000000213,Mendoza,Gail,Tina,,2020-07-18,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,183,Advanced,
2026MAPSPR1.0AsmPre,2026,074432,9199,0000000214,L0000000214,Harris,Terri,Amanda,,2020-10-02,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,154,Basic,
2026MAPSPR1.0AsmPre,2026,074432,9199,0000000214,L0000000214,Harris,Terri,Amanda,,2020-10-02,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,155,Basic,
2026MAPSPR1.0AsmPre,2024,078932,6707,0000000215,L0000000215,Kennedy,James,Robert,,2018-05-09,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,182,Proficient,
2026MAPSPR1.0AsmPre,2024,078932,6707,0000000215,L0000000215,Kennedy,James,Robert,,2018-05-09,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,190,Proficient,
2026MAPSPR1.0AsmPre,2025,078932,8912,0000000215,L0000000215,Kennedy,James,Robert,,2018-05-09,02,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,201,Proficient,
2026MAPSPR1.0AsmPre,2025,078932,8912,0000000215,L0000000215,Kennedy,James,Robert,,2018-05-09,02,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,200,Proficient,
2026MAPSPR1.0AsmPre,2026,078932,8412,0000000215,L0000000215,Kennedy,James,Robert,,2018-05-09,03,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,216,Proficient,On Grade Level
2026MAPSPR1.0AsmPre,2026,078932,8412,0000000215,L0000000215,Kennedy,James,Robert,,2018-05-09,03,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,217,Proficient,
2026MAPSPR1.0AsmPre,2025,083774,3692,0000000216,L0000000216,Rivera,Kimberly,Michelle,,2019-11-15,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,155,Basic,
2026MAPSPR1.0AsmPre,2025,083774,3692,0000000216,L0000000216,Rivera,Kimberly,Michelle,,2019-11-15,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,159,Basic,
2026MAPSPR1.0AsmPre,2026,083774,7985,0000000216,L0000000216,Rivera,Kimberly,Michelle,,2019-11-15,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,173,Below Basic,
2026MAPSPR1.0AsmPre,2026,083774,7985,0000000216,L0000000216,Rivera,Kimberly,Michelle,,2019-11-15,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,172,Below Basic,
2026MAPSPR1.0AsmPre,2026,079879,1072,0000000217,L0000000217,Hughes,Steven,,,2020-09-22,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,180,Advanced,
2026MAPSPR1.0AsmPre,2026,079879,1072,0000000217,L0000000217,Hughes,Steven,,,2020-09-22,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,182,Advanced,
2026MAPSPR1.0AsmPre,2024,033035,2667,0000000218,L0000000218,Miller,Robert,Derek,,2018-01-14,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,191,Advanced,
2026MAPSPR1.0AsmPre,2024,033035,2667,0000000218,L0000000218,Miller,Robert,Derek,,2018-01-14,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,187,Proficient,
2026MAPSPR1.0AsmPre,2025,033035,4228,0000000218,L0000000218,Miller,Robert,Derek,,2018-01-14,02,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,208,Advanced,
2026MAPSPR1.0AsmPre,2025,033035,4228,0000000218,L0000000218,Miller,Robert,Derek,,2018-01-14,02,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,213,Advanced,
2026MAPSPR1.0AsmPre,2026,033035,9019,0000000218,L0000000218,Miller,Robert,Derek,,2018-01-14,03,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,214,Proficient,On Grade Level
2026MAPSPR1.0AsmPre,2026,033035,9019,0000000218,L0000000218,Miller,Robert,Derek,,2018-01-14,03,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,226,Advanced,
2026MAPSPR1.0AsmPre,2025,074796,2388,0000000220,L0000000220,Acosta,Jeremy,Jeremy,,2019-10-21,K,M,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,165,Proficient,
2026MAPSPR1.0AsmPre,2025,074796,2388,0000000220,L0000000220,Acosta,Jeremy,Jeremy,,2019-10-21,K,M,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,171,Proficient,
2026MAPSPR1.0AsmPre,2026,074796,3316,0000000220,L0000000220,Acosta,Jeremy,Jeremy,,2019-10-21,01,M,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,190,Advanced,
2026MAPSPR1.0AsmPre,2026,074796,3316,0000000220,L0000000220,Acosta,Jeremy,Jeremy,,2019-10-21,01,M,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,192,Proficient,
2026MAPSPR1.0AsmPre,2024,069342,7286,0000000221,L0000000221,Jones,William,Travis,,2018-09-08,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,187,Proficient,
2026MAPSPR1.0AsmPre,2024,069342,7286,0000000221,L0000000221,Jones,William,Travis,,2018-09-08,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,195,Advanced,
2026MAPSPR1.0AsmPre,2025,069342,3838,0000000221,L0000000221,Jones,William,Travis,,2018-09-08,02,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,211,Advanced,
2026MAPSPR1.0AsmPre,2025,069342,3838,0000000221,L0000000221,Jones,William,Travis,,2018-09-08,02,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,208,Proficient,
2026MAPSPR1.0AsmPre,2026,069342,3298,0000000221,L0000000221,Jones,William,Travis,,2018-09-08,03,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,214,Proficient,On Grade Level
2026MAPSPR1.0AsmPre,2026,069342,3298,0000000221,L0000000221,Jones,William,Travis,,2018-09-08,03,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,229,Advanced,
2026MAPSPR1.0AsmPre,2025,042701,3740,0000000224,L0000000224,Taylor,Jeremy,Billy,,2019-02-26,K,M,M,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,167,Proficient,
2026MAPSPR1.0AsmPre,2025,042701,3740,0000000224,L0000000224,Taylor,Jeremy,Billy,,2019-02-26,K,M,M,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,171,Proficient,
2026MAPSPR1.0AsmPre,2026,042701,9808,0000000224,L0000000224,Taylor,Jeremy,Billy,,2019-02-26,01,M,M,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,188,Proficient,
2026MAPSPR1.0AsmPre,2026,042701,9808,0000000224,L0000000224,Taylor,Jeremy,Billy,,2019-02-26,01,M,M,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,190,Proficient,
2026MAPSPR1.0AsmPre,2024,098520,1681,0000000226,L0000000226,Padilla,Reginald,,,2018-09-08,01,M,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,177,Basic,
2026MAPSPR1.0AsmPre,2024,098520,1681,0000000226,L0000000226,Padilla,Reginald,,,2018-09-08,01,M,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,171,Below Basic,
2026MAPSPR1.0AsmPre,2025,098520,7965,0000000226,L0000000226,Padilla,Reginald,,,2018-09-08,02,M,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,188,Below Basic,
2026MAPSPR1.0AsmPre,2025,098520,7965,0000000226,L0000000226,Padilla,Reginald,,,2018-09-08,02,M,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,189,Below Basic,
2026MAPSPR1.0AsmPre,2026,098520,1528,0000000226,L0000000226,Padilla,Reginald,,,2018-09-08,03,M,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,197,Below Basic,Well Below Grade Level
2026MAPSPR1.0AsmPre,2026,098520,1528,0000000226,L0000000226,Padilla,Reginald,,,2018-09-08,03,M,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,208,Basic,
2026MAPSPR1.0AsmPre,2024,093648,4438,0000000228,L0000000228,Downs,Robert,Walter,,2018-07-05,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,178,Basic,
2026MAPSPR1.0AsmPre,2024,093648,4438,0000000228,L0000000228,Downs,Robert,Walter,,2018-07-05,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,182,Basic,
